car_name,yr_mfr,fuel_type,kms_run,sale_price,city,times_viewed,body_type,transmission,variant,assured_buy,registered_city,registered_state,is_hot,rto,source,make,model,car_availability,total_owners,broker_quote,original_price,car_rating,ad_created_on,fitness_certificate,emi_starts_from,booking_down_pymnt,reserved,warranty_avail
ford figo,2011,diesel,82936,283199,pune,639,hatchback,manual,1.4 titanium duratorq,True,pune,maharashtra,True,mh12,inperson_sale,ford,figo,pickup_pending,1,236740,283299.0,great,2021-04-17T09:13:37.513,True,6578,42480,False,False
mahindra tuv300,2018,diesel,89421,771699,chennai,685,suv,,t 10 mt dual tone,True,chennai,tamil nadu,True,tn02,inperson_sale,mahindra,tuv300,,1,773621,778999.0,great,2021-04-23T06:24:06.803,True,17925,115755,False,False
maruti alto 800,2019,petrol,8199,345999,ahmedabad,22,hatchback,manual,lxi,False,ahmedabad east,gujarat,True,gj27,inperson_sale,maruti,alto 800,,1,313702,388645.0,great,2021-04-22T10:23:58.287,True,8037,51900,False,False
hyundai i10,2010,petrol & cng,121377,173299,new delhi,1517,hatchback,manual,magna 1.2 kappa2,False,delhi,delhi,True,dl4c,inperson_sale,hyundai,i10,in_stock,2,149162,,good,2021-03-16T06:17:18.982,True,4025,25995,True,False
maruti swift dzire,2008,petrol,36244,236899,pune,1490,sedan,manual,vxi,True,mumbai,maharashtra,True,mh02,inperson_sale,maruti,swift dzire,in_stock,1,218537,,great,2021-02-24T11:28:12.765,True,5503,35535,True,False
maruti eeco,2018,petrol & cng,30965,445499,pune,633,suv,manual,5 str cng with ac plushtr,True,kalyan,maharashtra,True,mh05,inperson_sale,maruti,eeco,in_stock,1,432725,,great,2021-03-18T09:48:11.386,True,10348,66825,True,False
maruti alto k10,2015,petrol & cng,60435,273499,new delhi,3802,hatchback,manual,lxi cng,True,delhi,delhi,True,dl3c,inperson_sale,maruti,alto k10,in_stock,1,269748,349422.0,great,2021-02-24T15:22:33.042,True,6353,41025,True,False
renault kwid,2019,petrol,2082,409099,pune,1360,hatchback,,climber 1.0 at,True,mira road,maharashtra,True,mh04,inperson_sale,renault,kwid,in_stock,1,402688,,great,2021-03-21T12:08:03.936,True,9502,61365,True,False
toyota innova,2010,diesel,247917,592399,mumbai,493,suv,manual,2.5 v 8 str,True,mumbai,maharashtra,True,mh04,inperson_sale,toyota,innova,in_stock,1,580512,,great,2021-03-16T08:04:52.32,True,13760,88860,True,False
hyundai i20,2014,diesel,71057,469899,mumbai,1040,hatchback,manual,sportz 1.4 crdi,True,pune,maharashtra,True,mh14,inperson_sale,hyundai,i20,in_stock,1,423360,469999.0,great,2021-04-14T11:30:19.21,True,10915,70485,False,False
hyundai verna,2013,petrol,68242,367699,mumbai,2771,sedan,manual,fluidic 1.6 sx vtvt,True,navi mumbai,maharashtra,True,mh02,inperson_sale,hyundai,verna,in_stock,3,356156,407106.0,great,2021-01-05T11:55:24.761,True,8541,55155,False,False
mahindra scorpio,2004,petrol,96791,150000,chennai,679,suv,manual,rev 116,False,navimumbai,maharashtra,False,mh02,online,mahindra,scorpio,,3,0,,fair,2019-09-11T12:48:53.458,True,3484,22500,False,False
hyundai i10,2013,petrol,93866,234299,noida,1412,hatchback,manual,sportz 1.2 kappa2,True,meerut,uttar pradesh,True,up15,inperson_sale,hyundai,i10,in_stock,1,227900,293378.0,great,2021-02-23T13:07:13.228,True,5442,35145,True,False
honda city,2014,diesel,137256,391399,new delhi,1232,sedan,manual,e mt diesel,True,delhi,delhi,True,dl3c,inperson_sale,honda,city,in_stock,2,367470,,great,2021-02-20T12:57:11.969,True,9091,58710,False,False
honda amaze,2014,diesel,81253,444199,bengaluru,1053,sedan,manual,1.5 smt i dtec,False,bengaluru,karnataka,True,ka53,inperson_sale,honda,amaze,in_transit,1,404503,,great,2021-04-10T09:28:49.999,True,10318,66630,False,False
maruti alto,2010,petrol,42016,133199,new delhi,412,hatchback,manual,lxi,True,delhi,delhi,True,dl5c,inperson_sale,maruti,alto,in_stock,1,135000,179370.0,great,2021-01-02T05:02:36.691,True,3094,19980,False,False
toyota innova crysta,2018,diesel,61729,1490758,ahmedabad,2404,suv,automatic,2.8 gx at 8 str,False,gandhi nagar,gujarat,True,gj18,inperson_sale,toyota,innova crysta,in_stock,1,1492500,1494000.0,great,2021-04-04T04:56:42.915,True,34627,223614,False,False
toyota etios,2012,petrol,64311,292399,new delhi,1297,sedan,manual,g,True,delhi,delhi,True,dl9c,inperson_sale,toyota,etios,out_of_stock,1,288562,295062.0,great,2021-02-17T15:58:28.972,True,6792,43860,True,False
maruti swift,2012,diesel,96637,292399,faridabad,1258,hatchback,manual,zdi,True,gurgaon,haryana,True,hr26,inperson_sale,maruti,swift,in_stock,2,294700,379374.0,great,2021-01-06T13:02:44.69,True,6792,43860,False,False
maruti a star,2009,petrol,81050,173299,new delhi,1017,hatchback,manual,vxi,True,new delhi,delhi,True,dl3c,inperson_sale,maruti,a star,in_stock,2,144057,,good,2021-04-05T06:28:09.51,True,4025,25995,False,False
maruti wagon r 1.0,2017,petrol,5873,426999,chennai,1505,hatchback,manual,vxi,True,chennai,tamil nadu,True,tn10,inperson_sale,maruti,wagon r 1.0,in_stock,1,395809,475215.0,great,2021-02-19T07:09:48.949,True,9918,64050,False,False
maruti eeco,2014,petrol & cng,39790,371599,pune,610,suv,manual,5 str cng with ac plushtr,True,alibaug,maharashtra,True,mh06,inperson_sale,maruti,eeco,in_stock,1,336523,,great,2021-04-05T17:56:20.972,True,8631,55740,True,False
maruti swift dzire,2009,petrol,48058,222499,new delhi,917,sedan,manual,vxi,True,delhi,delhi,True,dl3c,inperson_sale,maruti,swift dzire,in_stock,1,200672,230599.0,good,2021-04-05T08:43:39.234,True,5168,33375,False,False
hyundai verna,2017,diesel,35270,853499,gurgaon,2353,sedan,automatic,1.6 crdi sx + at,True,ghaziabad,uttar pradesh,True,up14,inperson_sale,hyundai,verna,pickup_pending,1,908875,916375.0,great,2021-04-19T12:09:14.22,True,19825,128025,True,False
maruti wagon r 1.0,2013,petrol & cng,190050,242799,new delhi,2176,hatchback,manual,lxi cng,True,delhi,delhi,True,dl8c,inperson_sale,maruti,wagon r 1.0,in_stock,1,227707,298141.0,great,2021-03-20T09:43:11.283,True,5640,36420,False,False
maruti alto k10,2012,petrol,63678,215799,ghaziabad,600,hatchback,manual,vxi,True,goutam  budd  nagar,uttar pradesh,True,up16,inperson_sale,maruti,alto k10,in_stock,1,203884,270060.0,great,2020-11-19T11:37:48.2,True,5012,32370,False,False
hyundai i10,2009,petrol,119014,175499,pune,1644,hatchback,manual,era 1.1 irde,True,karad,maharashtra,True,mh12,inperson_sale,hyundai,i10,in_stock,3,161061,,great,2021-03-17T11:07:52.418,True,4076,26325,False,False
hyundai elite i20,2016,petrol,51404,547399,chennai,723,hatchback,manual,sportz 1.2,False,chennai,tamil nadu,True,tn13,inperson_sale,hyundai,elite i20,in_stock,1,549596,551096.0,great,2021-03-31T14:10:10.542,True,12715,82110,False,False
maruti ignis,2018,petrol,8252,482699,mumbai,1742,hatchback,manual,zeta 1.2 k12,True,thane,maharashtra,True,mh04,inperson_sale,maruti,ignis,in_stock,1,479923,,great,2021-03-26T07:31:06.922,True,11212,72405,False,False
maruti vitara brezza,2016,diesel,70187,623699,new delhi,238,suv,manual,vdi,True,delhi,delhi,True,dl14,inperson_sale,maruti,vitara brezza,in_stock,1,631975,638475.0,great,2021-03-31T09:27:15.136,True,14487,93555,False,False
hyundai i20,2013,petrol,57900,324199,new delhi,777,hatchback,manual,magna o 1.2,True,delhi,delhi,True,dl10,inperson_sale,hyundai,i20,,1,314730,330499.0,great,2021-04-16T11:55:25.271,True,7530,48630,False,False
hyundai i20,2013,petrol,25341,358199,pune,1921,hatchback,manual,sportz 1.2 vtvt,True,thane,maharashtra,True,mh04,inperson_sale,hyundai,i20,in_stock,1,340000,389340.0,great,2020-12-30T12:10:11.967,True,8320,53730,True,False
hyundai i20,2013,petrol,41719,360399,mumbai,760,hatchback,manual,sportz 1.2 vtvt,True,thane,maharashtra,True,mh02,inperson_sale,hyundai,i20,in_stock,2,347582,,great,2021-03-10T07:28:52.356,True,8371,54060,False,False
maruti swift dzire,2013,petrol,74656,424899,hyderabad,817,sedan,manual,vxi 1.2 bs iv,True,hyderabad,telangana,True,ap28,inperson_sale,maruti,swift dzire,in_stock,1,396875,445799.0,great,2021-04-19T10:03:34.637,True,9869,63735,False,False
maruti wagon r 1.0,2013,petrol & cng,206644,239299,new delhi,1086,hatchback,manual,lxi cng,True,delhi,delhi,True,dl5c,inperson_sale,maruti,wagon r 1.0,in_stock,1,214704,,great,2021-03-11T15:36:24.669,True,5558,35895,True,False
maruti alto k10,2012,petrol,36870,265799,hyderabad,393,hatchback,manual,lxi,True,hyderabad,telangana,True,ap29,inperson_sale,maruti,alto k10,in_stock,2,224793,282826.0,good,2021-03-09T12:10:34.54,True,6174,39870,False,False
maruti swift,2018,petrol,43627,566099,faridabad,981,hatchback,automatic,vxi amt,True,new delhi,delhi,True,dl2c,inperson_sale,maruti,swift,in_stock,1,547464,,great,2021-03-30T16:34:08.019,True,13149,84915,True,False
maruti vitara brezza,2016,diesel,146339,585899,faridabad,988,suv,manual,zdi plus dual tone,True,faridabad,haryana,True,hr51,inperson_sale,maruti,vitara brezza,in_stock,1,560868,680984.0,great,2021-03-07T06:48:29.533,True,13609,87885,False,False
hyundai verna,2013,petrol,66517,397099,mumbai,2802,sedan,manual,fluidic 1.6 ex vtvt,True,mumbai,maharashtra,True,mh01,inperson_sale,hyundai,verna,in_stock,2,384649,397199.0,great,2021-02-23T14:25:30.978,True,9224,59565,False,False
renault kwid,2016,petrol,71785,296999,chennai,3748,hatchback,manual,rxt opt,True,chennai,tamil nadu,True,tn11,inperson_sale,renault,kwid,in_stock,1,250000,304620.0,great,2021-03-02T13:51:41.741,True,6899,44550,False,False
maruti alto 800,2014,petrol,5383,285699,noida,8359,hatchback,manual,vxi,True,delhi,delhi,True,dl3c,inperson_sale,maruti,alto 800,in_stock,1,290710,297210.0,great,2021-03-16T08:52:05.513,True,6636,42855,False,False
honda jazz,2018,petrol,26383,647499,ahmedabad,2075,hatchback,automatic,1.2 v at,True,ahmedabad,gujarat,True,gj01,inperson_sale,honda,jazz,in_stock,1,661288,798472.0,great,2021-03-27T05:06:02.909,True,15040,97125,True,False
honda brio,2013,petrol,93013,223599,gurgaon,2632,hatchback,manual,1.2 s mt i vtec,True,delhi,delhi,True,dl4c,inperson_sale,honda,brio,in_stock,1,209000,,great,2021-03-12T10:50:41.08,True,5194,33540,False,False
maruti swift,2016,diesel,82732,507599,hyderabad,1093,hatchback,manual,vdi abs,True,hyderabad,telangana,True,ts07,inperson_sale,maruti,swift,in_stock,2,503900,614343.0,great,2021-02-10T13:11:01.507,True,11790,76140,False,False
maruti s cross,2018,diesel,57069,769599,new delhi,1554,suv,,zeta 1.3 shvs,True,gurgaon,haryana,True,hr26,inperson_sale,maruti,s cross,in_stock,1,754493,,great,2021-03-23T05:16:08,True,17876,115440,False,False
volkswagen polo,2013,petrol,48211,320099,faridabad,1501,hatchback,manual,trendline 1.2l petrol,True,ghaziabad,uttar pradesh,True,up14,inperson_sale,volkswagen,polo,in_stock,1,277763,326499.0,good,2021-04-02T10:06:20.086,True,7435,48015,False,False
maruti swift dzire,2013,diesel,74265,464499,mumbai,523,sedan,manual,vdi bs iv,False,nalasopara,maharashtra,True,mh48,inperson_sale,maruti,swift dzire,in_stock,1,450000,508200.0,great,2021-01-08T11:14:05.801,True,10789,69675,False,False
hyundai i20 active,2016,petrol,22069,524899,mumbai,5635,hatchback,manual,1.2 s,True,mumbai,maharashtra,True,mh01,inperson_sale,hyundai,i20 active,in_stock,2,530910,532410.0,great,2021-02-23T07:10:23.299,True,12192,78735,False,False
hyundai i10,2008,petrol,78054,235999,hyderabad,518,hatchback,manual,magna 1.1 irde2,True,hyderabad,telangana,True,ap28,inperson_sale,hyundai,i10,in_stock,1,225877,284119.0,great,2021-02-25T08:02:09.544,True,5482,35400,False,False
maruti swift,2014,diesel,53164,355299,new delhi,1267,hatchback,manual,vdi,False,delhi,delhi,True,dl2c,inperson_sale,maruti,swift,in_stock,1,348000,,great,2021-03-21T07:22:17.405,True,8253,53295,False,False
maruti new  wagon-r,2020,petrol,6003,434699,gurgaon,6794,,,lxi 1.0 l,True,faridabad,haryana,True,hr51,inperson_sale,maruti,new  wagon-r,in_stock,1,427106,518133.0,great,2021-03-14T13:35:01.316,True,10097,65205,True,False
ford ecosport,2013,diesel,89057,394199,faridabad,2431,suv,manual,1.5 trend tdci,True,faridabad,haryana,True,hr51,inperson_sale,ford,ecosport,in_stock,1,342228,422586.0,great,2021-02-16T08:15:47.276,True,9156,59130,True,False
maruti swift,2012,diesel,30589,325699,new delhi,3136,hatchback,manual,vdi,True,delhi,delhi,True,dl6c,inperson_sale,maruti,swift,in_stock,1,310314,398920.0,great,2021-02-09T13:56:03.042,True,7565,48855,False,False
maruti alto 800,2016,petrol & cng,47866,304399,mumbai,370,hatchback,manual,lxi cng,True,mumbai,maharashtra,True,mh01,inperson_sale,maruti,alto 800,in_stock,1,252415,309799.0,great,2021-04-15T14:21:19.603,True,7070,45660,False,False
maruti celerio,2017,petrol,31307,384499,mumbai,1296,hatchback,manual,vxi (o),True,thane,maharashtra,True,mh04,inperson_sale,maruti,celerio,in_stock,1,378765,,great,2021-02-10T10:29:09.974,True,8931,57675,False,False
maruti celerio,2019,petrol,19006,535199,bengaluru,655,hatchback,manual,zxi opt,True,bangalore south,karnataka,True,ka02,inperson_sale,maruti,celerio,in_stock,1,538248,,great,2021-03-13T05:55:05.613,True,12431,80280,False,False
honda jazz,2017,petrol,60860,673099,mumbai,396,hatchback,automatic,1.2 v at,True,mumbai east,maharashtra,True,mh03,inperson_sale,honda,jazz,in_stock,1,650720,,great,2021-03-24T18:19:39.795,True,15634,100965,False,False
maruti alto 800,2013,petrol,33334,278899,bengaluru,492,hatchback,manual,lxi,True,electronic city,karnataka,True,ka51,inperson_sale,maruti,alto 800,in_stock,1,263995,,great,2021-03-13T13:38:29.748,True,6478,41835,False,False
volkswagen polo,2018,petrol,13259,912099,bengaluru,1066,hatchback,manual,gt tsi,False,bangalore central,karnataka,True,ka01,inperson_sale,volkswagen,polo,in_stock,1,928468,1092508.0,great,2020-12-19T22:30:16.756,True,21186,136815,False,False
maruti swift,2019,petrol,21245,695699,pune,1502,hatchback,automatic,zxi amt,True,pune,maharashtra,True,mh14,inperson_sale,maruti,swift,in_stock,1,665250,,great,2021-02-17T07:26:08.224,True,16159,104355,True,False
maruti swift dzire,2013,diesel,96826,352799,noida,1102,sedan,manual,vdi,True,noida,uttar pradesh,True,up16,inperson_sale,maruti,swift dzire,in_stock,1,348318,446284.0,great,2021-03-26T07:04:00.762,True,8195,52920,False,False
maruti swift dzire,2012,diesel,79396,373799,new delhi,1344,sedan,manual,zdi,True,rohtak,haryana,True,hr12,inperson_sale,maruti,swift dzire,in_stock,1,371942,457943.0,great,2021-03-09T17:20:16.407,True,8682,56070,False,False
maruti dzire,2018,diesel,19301,714599,bengaluru,354,sedan,manual,vdi,False,bangalore k r puram,karnataka,True,ka53,inperson_sale,maruti,dzire,in_transit,1,726990,728490.0,great,2021-03-30T10:39:53.874,True,16598,107190,True,False
hyundai i10,2015,petrol,51368,305599,noida,1975,hatchback,manual,sportz 1.1 irde2,True,delhi,delhi,True,dl10,inperson_sale,hyundai,i10,in_stock,1,265004,,great,2021-03-28T14:53:18.001,True,7098,45840,True,False
hyundai elite i20,2019,petrol,11855,628299,chennai,495,hatchback,,1.2 magna plus vtvt,True,chennai,tamil nadu,True,tn19,inperson_sale,hyundai,elite i20,in_stock,2,595000,628399.0,great,2021-04-08T09:23:13.411,True,14594,94245,False,False
toyota etios liva,2012,diesel,68582,267599,new delhi,1865,hatchback,manual,gd,True,new delhi,delhi,True,dl9c,inperson_sale,toyota,etios liva,in_stock,1,269644,349296.0,great,2020-11-30T09:32:11.51,True,6216,40140,False,False
maruti swift dzire,2013,diesel,64867,350399,new delhi,2150,sedan,manual,vdi bs iv,True,ghaziabad,uttar pradesh,True,up14,inperson_sale,maruti,swift dzire,in_stock,1,365429,467157.0,great,2021-02-15T06:12:32.195,True,8139,52560,True,False
nissan terrano,2015,diesel,88572,407299,new delhi,1450,suv,manual,xe 85 ps deisel,True,delhi,delhi,True,dl1c,inperson_sale,nissan,terrano,in_stock,1,374170,,great,2021-02-27T13:17:42.471,True,9461,61095,False,False
maruti wagon r 1.0,2016,petrol,23213,439099,bengaluru,535,hatchback,manual,vxi,True,electronic city,karnataka,True,ka51,inperson_sale,maruti,wagon r 1.0,in_stock,1,446390,447890.0,great,2021-03-03T09:50:55.84,True,10199,65865,False,False
maruti swift,2010,petrol,68339,350499,bengaluru,970,hatchback,manual,vxi,True,bangalore central,karnataka,True,ka03,inperson_sale,maruti,swift,in_stock,2,329278,,great,2021-03-25T05:54:02.209,True,8141,52575,False,False
maruti ritz,2010,petrol,59370,188799,new delhi,764,hatchback,manual,lxi,True,delhi,delhi,True,dl3c,inperson_sale,maruti,ritz,in_stock,2,176602,,great,2021-03-17T14:05:46.823,True,4385,28320,False,False
hyundai i20,2011,diesel,93484,256099,mumbai,1809,hatchback,manual,sportz o 1.4 crdi,False,mumbai west,maharashtra,True,mh02,inperson_sale,hyundai,i20,in_stock,1,255000,256199.0,great,2021-01-25T09:30:48.681,True,5949,38415,False,False
maruti wagon r 1.0,2012,petrol,14631,348699,hyderabad,691,hatchback,manual,vxi,True,hyderabad,telangana,True,ap10,inperson_sale,maruti,wagon r 1.0,in_stock,1,332900,411491.0,good,2021-03-02T14:01:23.378,True,8099,52305,True,False
maruti swift,2019,diesel,14800,711099,pune,2102,hatchback,manual,vdi,True,pune,maharashtra,True,mh12,inperson_sale,maruti,swift,in_stock,1,738118,739618.0,great,2021-03-25T08:02:56.182,True,16517,106665,True,False
volkswagen polo,2012,diesel,77208,404199,bengaluru,923,hatchback,manual,trendline 1.2l diesel,True,bengaluru,karnataka,True,ka04,inperson_sale,volkswagen,polo,in_stock,1,362157,,great,2021-04-10T13:51:59.704,True,9389,60630,True,False
honda city,2009,petrol,83935,250599,mumbai,1286,sedan,manual,s mt petrol,True,ulhasnagar,maharashtra,True,mh05,inperson_sale,honda,city,in_stock,1,223276,,great,2021-03-07T08:55:49.301,True,5821,37590,False,False
mahindra xuv500,2017,diesel,52374,940899,chennai,2543,luxury suv,manual,w6 4x2,True,chennai,tamil nadu,True,tn22,inperson_sale,mahindra,xuv500,in_stock,1,951280,1091776.0,great,2021-02-26T06:29:37.343,True,21855,141135,True,False
hyundai elite i20,2019,petrol,8781,782899,bengaluru,1677,hatchback,,1.2 sportz plus dual tone vtvt,True,bengaluru,karnataka,True,ka51,inperson_sale,hyundai,elite i20,in_stock,1,811641,813141.0,great,2021-03-09T12:40:40.967,True,18185,117435,False,False
hyundai grand i10,2014,petrol,38327,379999,mumbai,565,hatchback,manual,asta at 1.2 kappa vtvt,True,navimumbai,maharashtra,True,mh43,inperson_sale,hyundai,grand i10,in_stock,2,377620,,great,2021-03-22T11:48:23.467,True,8826,57000,False,False
hyundai i20,2014,petrol,68678,389299,gurgaon,2557,hatchback,manual,sportz 1.2 vtvt,True,rewari,haryana,True,hr36,inperson_sale,hyundai,i20,in_stock,1,365118,,great,2021-04-04T06:02:21.3,True,9042,58395,False,False
maruti swift,2015,petrol,24740,501299,bengaluru,1498,hatchback,manual,vxi,False,bengaluru,karnataka,True,ka01,inperson_sale,maruti,swift,in_stock,1,505000,501399.0,great,2020-12-18T20:00:14.343,True,11644,75195,False,False
maruti swift dzire,2010,diesel,97436,265099,pune,2030,sedan,manual,vdi,True,mumbai west,maharashtra,True,mh47,inperson_sale,maruti,swift dzire,in_stock,1,259524,300814.0,great,2020-12-22T11:00:00.641,False,6158,39765,True,False
hyundai i10,2011,petrol,34281,265599,pune,1509,hatchback,manual,magna 1.2 kappa2,True,pune,maharashtra,True,mh12,inperson_sale,hyundai,i10,in_stock,1,255441,265699.0,great,2021-03-11T05:17:51.677,True,6169,39840,False,False
volkswagen ameo,2016,diesel,39923,619299,mumbai,409,sedan,automatic,highline 1.5l at (d),False,ambernath,maharashtra,True,mh43,inperson_sale,volkswagen,ameo,in_stock,2,522000,619499.0,great,2021-04-07T06:35:09.746,True,14385,92895,False,False
hyundai creta,2015,diesel,78599,959399,pune,2261,suv,automatic,1.6 crdi sx plus auto,True,pune,maharashtra,True,mh12,inperson_sale,hyundai,creta,in_stock,2,960000,961500.0,great,2021-03-26T06:02:35.663,True,22284,143910,False,False
hyundai i10,2010,petrol,111674,176099,new delhi,3638,hatchback,manual,magna 1.2 kappa2,True,delhi,delhi,True,dl2c,inperson_sale,hyundai,i10,in_stock,1,148993,190882.0,great,2021-01-30T12:27:22.146,True,4090,26415,True,False
